cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Plasma cell,GO:0051279,regulation of release of sequestered calcium ion into cytosol,5/300,82/28891,0.0016595481269417807,0.024509712883194788,0.01934793835744597,Cxcl9/Coro1a/Cd19/Thy1/Lyn,5
Plasma cell,GO:0070861,regulation of protein exit from endoplasmic reticulum,3/300,23/28891,0.0016829374324447172,0.024751150941603267,0.019538529275156463,Derl3/Edem1/Edem2,3
Plasma cell,GO:0007034,vacuolar transport,7/300,165/28891,0.0017473757576432452,0.025588348484112868,0.020199412024892276,Psap/Lipa/Vcp/Laptm5/Cln3/Lamp1/Irgm2,7
Plasma cell,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,8/300,212/28891,0.0017601864115367046,0.025588348484112868,0.020199412024892276,Lck/Rhoa/Xiap/Vcp/Laptm5/Rps27l/Sfn/Lamtor5,8
Plasma cell,GO:0002709,regulation of T cell mediated immunity,6/300,122/28891,0.0017617013750086243,0.025588348484112868,0.020199412024892276,Il7r/Sash3/B2m/Il4i1/Il4i1b/Pnp,6
Plasma cell,GO:0045663,positive regulation of myoblast differentiation,4/300,50/28891,0.001802468547202517,0.02596588911236413,0.020497442150240876,Cxcl9/Actb/Btg1/Smarce1,4
Plasma cell,GO:1902459,positive regulation of stem cell population maintenance,4/300,50/28891,0.001802468547202517,0.02596588911236413,0.020497442150240876,Lbh/Actb/Smarce1/Rbbp4,4
Plasma cell,GO:0019722,calcium-mediated signaling,8/300,214/28891,0.0018666201618644993,0.02667142223151917,0.02105438915992649,Zap70/Sppl3/Lat/Selenok/Bhlha15/Cd8a/Xcr1/Irgm2,8
Plasma cell,GO:0051648,vesicle localization,8/300,214/28891,0.0018666201618644993,0.02667142223151917,0.02105438915992649,Bcl2l1/Sdc1/Tmed10/a/Cln3/Preb/Arfgap3/Tmed9,8
Plasma cell,GO:0042026,protein refolding,3/300,24/28891,0.0019086745964023016,0.027052383896589073,0.021355119847692988,Hspa5/Dnaja1/B2m,3
Plasma cell,GO:2001169,regulation of ATP biosynthetic process,3/300,24/28891,0.0019086745964023016,0.027052383896589073,0.021355119847692988,Bcl2l1/Vcp/Eno1,3
Plasma cell,GO:0070228,regulation of lymphocyte apoptotic process,5/300,85/28891,0.0019454626417961338,0.0274630569715398,0.021679304687273766,Cd3g/Il7r/Lyn/Lgals3/Pnp,5
Plasma cell,GO:0045445,myoblast differentiation,6/300,125/28891,0.001992370930055685,0.028012735276582934,0.022113220091060155,Sdc1/Cxcl9/Actb/Btg1/Smarce1/Lgals1,6
Plasma cell,GO:2000107,negative regulation of leukocyte apoptotic process,5/300,86/28891,0.0020483037418731007,0.028684412958900198,0.022643441658953635,Il7r/Bcl2l1/St6gal1/Selenos/Pnp,5
Plasma cell,GO:0016482,cytosolic transport,7/300,170/28891,0.0020694825960078447,0.028865997321299897,0.02278678413983575,Stx5a/Actr2/Bet1l/Laptm5/Coro1a/Cln3/Lamp1,7
Plasma cell,GO:0046390,ribose phosphate biosynthetic process,8/300,218/28891,0.0020946964797671904,0.029102206033129147,0.022973247017542393,Atp5mc1/Bcl2l1/Nme2/Lipa/Vcp/Eno1/Ndufb1/Pnp,8
Plasma cell,GO:0042254,ribosome biogenesis,10/300,322/28891,0.0021115385386948045,0.029220700643748966,0.023066786522998362,Rpl10/Glul/Rps27l/Rps21/Rps19/Ngrn/Rps27rt/Rpl38/Rps28/Rps27,10
Plasma cell,GO:0002710,negative regulation of T cell mediated immunity,3/300,25/28891,0.00215239967187766,0.02947480518666617,0.02326737634859685,Il7r/Il4i1/Il4i1b,3
Plasma cell,GO:0050860,negative regulation of T cell receptor signaling pathway,3/300,25/28891,0.00215239967187766,0.02947480518666617,0.02326737634859685,Laptm5/Thy1/Lgals3,3
Plasma cell,GO:1902369,negative regulation of RNA catabolic process,5/300,87/28891,0.002155056879935478,0.02947480518666617,0.02326737634859685,Hnrnpa0/Rbm38/Ikbke/Zfp36/Slfn2,5
Plasma cell,GO:0046638,positive regulation of alpha-beta T cell differentiation,4/300,53/28891,0.0022367892867130724,0.03023677425259257,0.023868873827905673,Rhoa/Zap70/Sash3/Pnp,4
Plasma cell,GO:1900542,regulation of purine nucleotide metabolic process,4/300,53/28891,0.0022367892867130724,0.03023677425259257,0.023868873827905673,Bcl2l1/Macroh2a1/Vcp/Eno1,4
Plasma cell,GO:0003014,renal system process,6/300,128/28891,0.00224517726313703,0.03023677425259257,0.023868873827905673,Psap/Rhoa/Slc15a2/Cln3/Coro2b/Jchain,6
Plasma cell,GO:0007041,lysosomal transport,6/300,128/28891,0.00224517726313703,0.03023677425259257,0.023868873827905673,Psap/Lipa/Vcp/Laptm5/Cln3/Lamp1,6
Plasma cell,GO:0006898,receptor-mediated endocytosis,9/300,272/28891,0.0022812625115453664,0.03060548751176322,0.024159935638543937,Apoe/Fcer2a/Cxcl16/Sdc1/Tfrc/Ap2m1/Cln3/Trf/B2m,9
Plasma cell,GO:0006140,regulation of nucleotide metabolic process,4/300,54/28891,0.002396251398641099,0.0319046350993313,0.025185481207408045,Bcl2l1/Macroh2a1/Vcp/Eno1,4
Plasma cell,GO:0045933,positive regulation of muscle contraction,4/300,54/28891,0.002396251398641099,0.0319046350993313,0.025185481207408045,Lck/Rhoa/Cacna1s/Eno1,4
Plasma cell,GO:0061615,glycolytic process through fructose-6-phosphate,3/300,26/28891,0.0024145925059797443,0.032027519466108684,0.025282485981182157,Gale/Gapdh/Eno1,3
Plasma cell,GO:0002286,T cell activation involved in immune response,6/300,130/28891,0.002426660896762367,0.032065569105543014,0.02531252232154268,Irf4/Lcp1/Lef1/Eomes/Lgals3/Slfn2,6
Plasma cell,GO:0022618,protein-RNA complex assembly,7/300,175/28891,0.0024357061027539075,0.032065569105543014,0.02531252232154268,Snrpd1/Rpl10/Rps27l/Rps19/Rpl38/Rps28/Rps27,7
Plasma cell,GO:0016032,viral process,10/300,329/28891,0.0024661369312871436,0.03234504221445638,0.025533138063130054,Apoe/Bcl2l1/Slc3a2/Slpi/Spcs1/Lef1/Vcp/Zfp36/Spcs3/Lgals1,10
Plasma cell,GO:0033673,negative regulation of kinase activity,8/300,225/28891,0.0025460811241216287,0.03324801583894017,0.02624594437416974,Apoe/Macroh2a1/Dnajc3/Cdk5rap1/Dnaja1/Actb/Thy1/Lyn,8
Plasma cell,GO:0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,4/300,55/28891,0.0025633605383649466,0.03324801583894017,0.02624594437416974,Il7r/Cr2/Il4i1/Il4i1b,4
Plasma cell,GO:0050853,B cell receptor signaling pathway,4/300,55/28891,0.0025633605383649466,0.03324801583894017,0.02624594437416974,Lck/Cd19/Lyn/Blnk,4
Plasma cell,GO:0045739,positive regulation of DNA repair,6/300,132/28891,0.0026189606359780723,0.03384428910096663,0.02671664178188158,Actr2/Actb/Morf4l2/Mcrs1/Smarce1/Pnp,6
Plasma cell,GO:0002082,regulation of oxidative phosphorylation,3/300,27/28891,0.0026957121534771943,0.03433126166475485,0.027101057347695977,Rhoa/Macroh2a1/Vcp,3
Plasma cell,GO:0045981,positive regulation of nucleotide metabolic process,3/300,27/28891,0.0026957121534771943,0.03433126166475485,0.027101057347695977,Bcl2l1/Vcp/Eno1,3
Plasma cell,GO:0070841,inclusion body assembly,3/300,27/28891,0.0026957121534771943,0.03433126166475485,0.027101057347695977,Apoe/Psap/Vcp,3
Plasma cell,GO:1900544,positive regulation of purine nucleotide metabolic process,3/300,27/28891,0.0026957121534771943,0.03433126166475485,0.027101057347695977,Bcl2l1/Vcp/Eno1,3
Plasma cell,GO:0046034,ATP metabolic process,6/300,135/28891,0.002928561046724035,0.03716206526799633,0.029335690363536223,Atp5mc1/Bcl2l1/Lipa/Vcp/Eno1/Ndufb1,6
Plasma cell,GO:0045061,thymic T cell selection,3/300,28/28891,0.0029961973449844233,0.03747912337231405,0.02958597565603649,Cd3g/Zap70/H2-DMa,3
Plasma cell,GO:0046039,GTP metabolic process,3/300,28/28891,0.0029961973449844233,0.03747912337231405,0.02958597565603649,Rhoa/Nme2/Pnp,3
Plasma cell,GO:0046184,aldehyde biosynthetic process,3/300,28/28891,0.0029961973449844233,0.03747912337231405,0.02958597565603649,Cacna1h/Gapdh/Eno1,3
Plasma cell,GO:1900242,regulation of synaptic vesicle endocytosis,3/300,28/28891,0.0029961973449844233,0.03747912337231405,0.02958597565603649,Bcl2l1/Ap2m1/Actb,3
Plasma cell,GO:0042157,lipoprotein metabolic process,6/300,137/28891,0.0031496472830819825,0.03914355034017464,0.030899872335614392,Apoe/Abhd17a/Lipa/Glul/Selenok/Irgm2,6
Plasma cell,GO:0006164,purine nucleotide biosynthetic process,8/300,233/28891,0.0031515290885546013,0.03914355034017464,0.030899872335614392,Atp5mc1/Bcl2l1/Nme2/Lipa/Vcp/Eno1/Ndufb1/Pnp,8
Plasma cell,GO:0050900,leukocyte migration,11/300,398/28891,0.0031782488176644494,0.03933642462707937,0.03105212706954592,Cnn2/Rhoa/Cxcl16/Sell/Cxcl9/Coro1a/Thy1/Rps19/Lyn/Selenok/Lgals3,11
Plasma cell,GO:0001961,positive regulation of cytokine-mediated signaling pathway,4/300,59/28891,0.003311835000527417,0.04061805337298252,0.032063843285522774,Zbp1/Laptm5/Ikbke/Irgm2,4
Plasma cell,GO:0033619,membrane protein proteolysis,4/300,59/28891,0.003311835000527417,0.04061805337298252,0.032063843285522774,Apoe/H13/Myh9/Sppl3,4
Plasma cell,GO:1903578,regulation of ATP metabolic process,3/300,29/28891,0.0033164669468125126,0.04061805337298252,0.032063843285522774,Bcl2l1/Vcp/Eno1,3
Plasma cell,GO:0030100,regulation of endocytosis,10/300,344/28891,0.00338723081641087,0.041340681665570166,0.03263428520489421,Apoe/Cnn2/Bcl2l1/Myh9/Ap2m1/Actb/Cln3/Trf/Lgals3/B2m,10
Plasma cell,GO:0010959,regulation of metal ion transport,12/300,461/28891,0.0034124338564476267,0.04150416956890453,0.032763342362396454,Rhoa/Gnas/Cxcl9/Coro1a/Cd19/Ikbkb/Thy1/Stoml1/Trf/Lyn/Lgals3/B2m,12
Plasma cell,GO:1903312,negative regulation of mRNA metabolic process,5/300,97/28891,0.0034568812869781216,0.041899043814510296,0.03307505562478077,Hnrnpa0/Rbm38/Rnps1/Ikbke/Zfp36,5
Plasma cell,GO:0019731,antibacterial humoral response,6/300,140/28891,0.003504317422019973,0.041899043814510296,0.03307505562478077,Slpi/Trf/B2m/Jchain/Wfdc17/Rpl39,6
Plasma cell,GO:0042102,positive regulation of T cell proliferation,6/300,140/28891,0.003504317422019973,0.041899043814510296,0.03307505562478077,Tfrc/Zap70/Coro1a/Sash3/Selenok/Pnp,6
Plasma cell,GO:0002820,negative regulation of adaptive immune response,4/300,60/28891,0.0035198407257218058,0.041899043814510296,0.03307505562478077,Il7r/Cr2/Il4i1/Il4i1b,4
Plasma cell,GO:0006826,iron ion transport,4/300,60/28891,0.0035198407257218058,0.041899043814510296,0.03307505562478077,Sfxn1/Tfrc/Trf/B2m,4
Plasma cell,GO:0042149,cellular response to glucose starvation,4/300,60/28891,0.0035198407257218058,0.041899043814510296,0.03307505562478077,Xbp1/Hspa5/Sesn3/Bhlha15,4
Plasma cell,GO:0051222,positive regulation of protein transport,10/300,346/28891,0.0035283405317482358,0.041899043814510296,0.03307505562478077,Xbp1/Tmed10/Myh9/Glul/Gnas/Serp1/Edem1/Cln3/Edem2/Sfn,10
Plasma cell,GO:0002312,B cell activation involved in immune response,5/300,98/28891,0.003612410773095552,0.042738731912519305,0.033737904416081724,Xbp1/Tfrc/Cd19/Pou2af1/Lgals1,5
Plasma cell,GO:0051098,regulation of binding,11/300,405/28891,0.0036233690213174265,0.042738731912519305,0.033737904416081724,Apoe/Slpi/Irf4/Lef1/Sppl3/Actb/Ide/B2m/Eno1/Lamtor5/H1f0,11
Plasma cell,GO:0006903,vesicle targeting,4/300,61/28891,0.0037365461859782817,0.0437798661457122,0.03455977454820615,Tmed10/Preb/Arfgap3/Tmed9,4
Plasma cell,GO:0042987,amyloid precursor protein catabolic process,4/300,61/28891,0.0037365461859782817,0.0437798661457122,0.03455977454820615,Apoe/Tmed10/Cln3/Lyn,4
Plasma cell,GO:0072522,purine-containing compound biosynthetic process,8/300,241/28891,0.0038634738733150965,0.04511664672658659,0.035615027557470175,Atp5mc1/Bcl2l1/Nme2/Lipa/Vcp/Eno1/Ndufb1/Pnp,8
Plasma cell,GO:1901873,regulation of post-translational protein modification,9/300,295/28891,0.0039005175257121696,0.045398407625424755,0.03583744927771795,Ubb/Xbp1/Xiap/Hspa5/Dnaja1/Vcp/Laptm5/Mcrs1/Ube2s,9
Plasma cell,GO:0009162,deoxyribonucleoside monophosphate metabolic process,3/300,31/28891,0.004017938226962525,0.046003429536720764,0.03631505285881439,Nme2/Nt5m/Pnp,3
Plasma cell,GO:0030149,sphingolipid catabolic process,3/300,31/28891,0.004017938226962525,0.046003429536720764,0.03631505285881439,Gm2a/Psap/Hexa,3
Plasma cell,GO:0050858,negative regulation of antigen receptor-mediated signaling pathway,3/300,31/28891,0.004017938226962525,0.046003429536720764,0.03631505285881439,Laptm5/Thy1/Lgals3,3
Plasma cell,GO:1902235,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,3/300,31/28891,0.004017938226962525,0.046003429536720764,0.03631505285881439,Bcl2l1/Xbp1/Selenos,3
Plasma cell,GO:1904376,negative regulation of protein localization to cell periphery,3/300,31/28891,0.004017938226962525,0.046003429536720764,0.03631505285881439,Bcl2l1/Ap2m1/Sapcd2,3
Plasma cell,GO:0006401,RNA catabolic process,9/300,297/28891,0.004075455503281455,0.04651047433128024,0.03671531341985618,Smg9/Hnrnpa0/Wdr82/Cnot8/Rbm38/Rnps1/Ikbke/Zfp36/Slfn2,9
Plasma cell,GO:0070588,calcium ion transmembrane transport,10/300,354/28891,0.004140145758856966,0.04697932868143602,0.03708542648926117,Lck/Cacna1h/Cacna1s/Cxcl9/Coro1a/Cd19/Thy1/Lyn/Bhlha15/Xcr1,10
Plasma cell,GO:1903322,positive regulation of protein modification by small protein conjugation or removal,6/300,145/28891,0.004160277763626893,0.04697932868143602,0.03708542648926117,Ubb/Xiap/Hspa5/Vcp/Laptm5/Ube2s,6
Plasma cell,GO:0010952,positive regulation of peptidase activity,7/300,193/28891,0.00418029084774036,0.04697932868143602,0.03708542648926117,Lck/Rhoa/Cldn13/Vcp/Laptm5/Rps27l/Lyn,7
Plasma cell,GO:0051650,establishment of vesicle localization,7/300,193/28891,0.00418029084774036,0.04697932868143602,0.03708542648926117,Sdc1/Tmed10/a/Cln3/Preb/Arfgap3/Tmed9,7
Plasma cell,GO:0043457,regulation of cellular respiration,4/300,63/28891,0.004196730926307513,0.04697932868143602,0.03708542648926117,Rhoa/Macroh2a1/Vcp/Ide,4
Plasma cell,GO:0048255,mRNA stabilization,4/300,63/28891,0.004196730926307513,0.04697932868143602,0.03708542648926117,Hnrnpa0/Rbm38/Ikbke/Zfp36,4
Plasma cell,GO:2001242,regulation of intrinsic apoptotic signaling pathway,7/300,194/28891,0.004299253572757948,0.047891584415200965,0.037805560086387593,Lck/Bcl2l1/Ubb/Xbp1/Dnaja1/Eno1/Selenos,7
Plasma cell,GO:0051346,negative regulation of hydrolase activity,10/300,356/28891,0.004305473876302562,0.047891584415200965,0.037805560086387593,Slpi/Tmed10/Xiap/Cst3/Ikbkb/Neil1/Cpeb2/Sfn/Gapdh/Lamtor5,10
Plasma cell,GO:0006516,glycoprotein catabolic process,3/300,32/28891,0.004399882340957276,0.048633919586367376,0.03839155859239782,Cst3/Edem1/Edem2,3
Plasma cell,GO:0007588,excretion,3/300,32/28891,0.004399882340957276,0.048633919586367376,0.03839155859239782,Psap/Lipa/Cln3,3
Plasma cell,GO:0046635,positive regulation of alpha-beta T cell activation,5/300,103/28891,0.0044661456324138794,0.049050329514680184,0.0387202720972365,Rhoa/Zap70/Sash3/H2-Ab1/Pnp,5
Plasma cell,GO:0002424,T cell mediated immune response to tumor cell,2/300,10/28891,0.004577100449734026,0.049050329514680184,0.0387202720972365,Il4i1/Il4i1b,2
Plasma cell,GO:0002536,respiratory burst involved in inflammatory response,2/300,10/28891,0.004577100449734026,0.049050329514680184,0.0387202720972365,Lipa/Rps19,2
Plasma cell,GO:0002840,regulation of T cell mediated immune response to tumor cell,2/300,10/28891,0.004577100449734026,0.049050329514680184,0.0387202720972365,Il4i1/Il4i1b,2
Plasma cell,GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation",2/300,10/28891,0.004577100449734026,0.049050329514680184,0.0387202720972365,Rtcb/Zbtb8os,2
Plasma cell,GO:0034091,regulation of maintenance of sister chromatid cohesion,2/300,10/28891,0.004577100449734026,0.049050329514680184,0.0387202720972365,Macroh2a1/Naa10,2
Plasma cell,GO:0048280,vesicle fusion with Golgi apparatus,2/300,10/28891,0.004577100449734026,0.049050329514680184,0.0387202720972365,Stx5a/Bet1,2
Plasma cell,GO:0071830,triglyceride-rich lipoprotein particle clearance,2/300,10/28891,0.004577100449734026,0.049050329514680184,0.0387202720972365,Apoe/Lipa,2
Plasma cell,GO:2000109,regulation of macrophage apoptotic process,2/300,10/28891,0.004577100449734026,0.049050329514680184,0.0387202720972365,St6gal1/Selenos,2
Plasma cell,GO:2000646,positive regulation of receptor catabolic process,2/300,10/28891,0.004577100449734026,0.049050329514680184,0.0387202720972365,Apoe/Laptm5,2
Plasma cell,GO:0021872,forebrain generation of neurons,4/300,65/28891,0.004693718109539581,0.049844838644048074,0.039347456664134375,Rhoa/Ubb/Lef1/B2m,4
Plasma cell,GO:0060760,positive regulation of response to cytokine stimulus,4/300,65/28891,0.004693718109539581,0.049844838644048074,0.039347456664134375,Zbp1/Laptm5/Ikbke/Irgm2,4
Plasma cell,GO:0002685,regulation of leukocyte migration,8/300,249/28891,0.004693781391516333,0.049844838644048074,0.039347456664134375,Cnn2/Rhoa/Sell/Coro1a/Thy1/Lyn/Selenok/Lgals3,8
T cell,GO:0140236,translation at presynapse,5/94,47/28891,4.507932345207748e-7,2.613337738145385e-4,2.1027867506877757e-4,Rpl13/Rpl10/Rpl35/Rps28/Uba52,5
T cell,GO:0140241,translation at synapse,5/94,48/28891,5.019214605913032e-7,2.613337738145385e-4,2.1027867506877757e-4,Rpl13/Rpl10/Rpl35/Rps28/Uba52,5
T cell,GO:0140242,translation at postsynapse,5/94,48/28891,5.019214605913032e-7,2.613337738145385e-4,2.1027867506877757e-4,Rpl13/Rpl10/Rpl35/Rps28/Uba52,5
T cell,GO:0050851,antigen receptor-mediated signaling pathway,6/94,184/28891,3.146828218747841e-5,0.01228836419421032,0.009887665508381374,Gcsam/Cd22/Thy1/Ubash3a/Skap1/Blnk,6
T cell,GO:0050854,regulation of antigen receptor-mediated signaling pathway,4/94,65/28891,6.11130010754307e-5,0.018328177685914333,0.014747519480410887,Gcsam/Cd22/Thy1/Ubash3a,4
T cell,GO:0030970,"retrograde protein transport, ER to cytosol",3/94,26/28891,8.213651971920637e-5,0.018328177685914333,0.014747519480410887,Derl3/Edem1/Sec61b,3
T cell,GO:1903513,endoplasmic reticulum to cytosol transport,3/94,26/28891,8.213651971920637e-5,0.018328177685914333,0.014747519480410887,Derl3/Edem1/Sec61b,3
T cell,GO:0002181,cytoplasmic translation,5/94,148/28891,1.2541913992136382e-4,0.024356323475265503,0.019597985194060932,Rpl13/Rps29/Rpl21/Rps28/Uba52,5
T cell,GO:0050858,negative regulation of antigen receptor-mediated signaling pathway,3/94,31/28891,1.4033733116350163e-4,0.024356323475265503,0.019597985194060932,Cd22/Thy1/Ubash3a,3
T cell,GO:0030433,ubiquitin-dependent ERAD pathway,4/94,83/28891,1.5862504505809527e-4,0.02477723203807448,0.019936663557827975,Derl3/Hsp90b1/Edem1/Sec61b,4
T cell,GO:0034976,response to endoplasmic reticulum stress,6/94,266/28891,2.3812957990536476e-4,0.033814400346561795,0.02720829841215364,Derl3/Hsp90b1/Xbp1/Edem1/Manf/Sec61b,6
T cell,GO:0002429,immune response-activating cell surface receptor signaling pathway,6/94,284/28891,3.3785145820655203e-4,0.04126142016155453,0.033200441857871896,Gcsam/Cd22/Thy1/Ubash3a/Skap1/Blnk,6
T cell,GO:0032527,protein exit from endoplasmic reticulum,3/94,42/28891,3.49248629972393e-4,0.04126142016155453,0.033200441857871896,Derl3/Edem1/Sec61b,3
T cell,GO:0002768,immune response-regulating cell surface receptor signaling pathway,6/94,294/28891,4.0590857008976464e-4,0.04126142016155453,0.033200441857871896,Gcsam/Cd22/Thy1/Ubash3a/Skap1/Blnk,6
T cell,GO:0036503,ERAD pathway,4/94,109/28891,4.502648916115988e-4,0.04126142016155453,0.033200441857871896,Derl3/Hsp90b1/Edem1/Sec61b,4
T cell,GO:0010830,regulation of myotube differentiation,3/94,46/28891,4.5748574335164184e-4,0.04126142016155453,0.033200441857871896,Xbp1/Rbm38/Bhlhe41,3
T cell,GO:0006986,response to unfolded protein,4/94,112/28891,4.989582165282082e-4,0.04126142016155453,0.033200441857871896,Derl3/Xbp1/Edem1/Manf,4
T cell,GO:0002637,regulation of immunoglobulin production,4/94,113/28891,5.159903416376969e-4,0.04126142016155453,0.033200441857871896,Xbp1/Mzb1/Hmces/Cd22,4
T cell,GO:0002757,immune response-activating signaling pathway,7/94,440/28891,5.939806882500277e-4,0.04126142016155453,0.033200441857871896,Gcsam/Slc15a2/Cd22/Thy1/Ubash3a/Skap1/Blnk,7
T cell,GO:0022613,ribonucleoprotein complex biogenesis,7/94,440/28891,5.939806882500277e-4,0.04126142016155453,0.033200441857871896,Snrpd1/Rpl10/Glul/Gemin7/Rps27rt/Rpl35/Rps28,7
T cell,GO:0042113,B cell activation,6/94,320/28891,6.335841076768832e-4,0.04126142016155453,0.033200441857871896,Xbp1/Mzb1/Hmces/Cd22/Pou2af1/Blnk,6
T cell,GO:0008380,RNA splicing,7/94,449/28891,6.691277735358319e-4,0.04126142016155453,0.033200441857871896,Snrpd1/Zcrb1/Rbm38/Rnps1/Gemin7/Zbtb8os/Lsm5,7
T cell,GO:0046166,glyceraldehyde-3-phosphate biosynthetic process,2/94,12/28891,6.767440486759131e-4,0.04126142016155453,0.033200441857871896,Gapdh/Eno1,2
T cell,GO:1904152,"regulation of retrograde protein transport, ER to cytosol",2/94,12/28891,6.767440486759131e-4,0.04126142016155453,0.033200441857871896,Derl3/Edem1,2
T cell,GO:0002764,immune response-regulating signaling pathway,7/94,450/28891,6.779229988091208e-4,0.04126142016155453,0.033200441857871896,Gcsam/Slc15a2/Cd22/Thy1/Ubash3a/Skap1/Blnk,7
T cell,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,7/94,451/28891,6.868098106276681e-4,0.04126142016155453,0.033200441857871896,Derl3/Hsp90b1/Edem1/Kctd13/Dtl/Sec61b/Ube2s,7
T cell,GO:0050853,B cell receptor signaling pathway,3/94,55/28891,7.741037133670118e-4,0.044522271852124186,0.035824241924278105,Gcsam/Cd22/Blnk,3
T cell,GO:0010992,ubiquitin recycling,2/94,13/28891,7.980945018306512e-4,0.044522271852124186,0.035824241924278105,Ide/Ube2s,2
T cell,GO:0002285,lymphocyte activation involved in immune response,5/94,227/28891,8.915482731879137e-4,0.047287526100059166,0.03804926623321696,Xbp1/Gadd45g/Zbtb7b/Hmces/Pou2af1,5
T cell,GO:0048608,reproductive structure development,6/94,343/28891,9.082111286823143e-4,0.047287526100059166,0.03804926623321696,H3f3b/Ubb/Myh9/Eaf2/Prdx4/Adrm1,6
T cell,GO:0061458,reproductive system development,6/94,347/28891,9.641056220226887e-4,0.04857848327740129,0.03908801740900137,H3f3b/Ubb/Myh9/Eaf2/Prdx4/Adrm1,6
